From File,To File,Refs
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\DatumWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Encoder.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\DatumWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\DatumReader.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Protocol.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectData.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Transceiver.java,6
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificDatumWriter.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\DatumWriter.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectRequestor.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificDatumReader.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificData.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryData.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Decoder.java,20
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryData.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryDecoder.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryData.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroRuntimeException.java,6
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryData.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumReader.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryData.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,34
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolHttp.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Server.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolHttp.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\HttpTransceiver.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolHttp.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecific.java,7
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolHttp.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolHttp.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\HttpServer.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolHttp.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificResponder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\HttpTransceiver.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Transceiver.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\file\DataFileWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Encoder.java,10
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\file\DataFileWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\file\DataFileConstants.java,10
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\file\DataFileWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\DatumWriter.java,6
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\file\DataFileWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroRuntimeException.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\file\DataFileWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryEncoder.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\file\DataFileWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,13
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\ResolvingGrammarGenerator.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroTypeException.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\ResolvingGrammarGenerator.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,115
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\ResolvingGrammarGenerator.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\Symbol.java,59
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\ResolvingGrammarGenerator.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\ValidatingGrammarGenerator.java,15
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\ResolvingGrammarGenerator.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\JsonGrammarGenerator.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectDatumReader.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectData.java,10
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectDatumReader.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroRuntimeException.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectDatumReader.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumReader.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectDatumReader.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ValidatingEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Encoder.java,23
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ValidatingEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\Parser.java,26
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ValidatingEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ParsingEncoder.java,8
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ValidatingEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\util\Utf8.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ValidatingEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroTypeException.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ValidatingEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ValidatingEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\Symbol.java,33
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ValidatingEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\ValidatingGrammarGenerator.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ParsingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\SkipParser.java,6
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ParsingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Decoder.java,13
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ParsingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\Parser.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ParsingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\Symbol.java,16
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestNamespaceReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketTransceiver.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestNamespaceReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestNamespaceSpecific.java,7
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestNamespaceReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketServer.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestNamespaceReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectResponder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestNamespaceReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectRequestor.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\AvroRemoteException.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Protocol.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Encoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Requestor.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Transceiver.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Decoder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumReader.java,6
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRequestor.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericData.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Encoder.java,30
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericArray.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRecord.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\DatumWriter.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericFixed.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\util\Utf8.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroTypeException.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,41
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericData.java,13
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectData.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Encoder.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericArray.java,6
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificDatumWriter.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\DatumWriter.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryEncoder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\util\Utf8.java,19
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryData.java,6
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,11
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificData.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestCompare.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Protocol.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroRuntimeException.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Protocol.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\SchemaParseException.java,21
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Protocol.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,69
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketServer.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketTransceiver.java,6
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketServer.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Server.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketServer.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Responder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Decoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\util\Utf8.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestResolvingIO_resolving.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,8
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestResolvingIO_resolving.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestResolvingIO.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestResolvingIO_resolving.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\util\Utf8.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryData.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestBlockingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Encoder.java,16
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestBlockingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Decoder.java,22
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestBlockingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryDecoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestBlockingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BlockingBinaryEncoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericContainer.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericArray.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericContainer.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Encoder.java,22
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Decoder.java,29
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryDecoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ValidatingEncoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ValidatingDecoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\util\Utf8.java,7
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryEncoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonEncoder.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BlockingBinaryEncoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonDecoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\HttpServer.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Server.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\HttpServer.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Responder.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\HttpServer.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroRuntimeException.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\HttpServer.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\ResponderServlet.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Encoder.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\Parser.java,31
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ParsingEncoder.java,12
